ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,y
1918,0.005751316,17963,448.5,0.95,4.9,11130,5.206666667,3.605985915,213220,0.38151676,C4,square
1919,0.003321183,9430,179.4,0.693,1.027272727,4260,2.733333333,0.551471831,97160,,C3,square
1920,0.000567031,1610,213.85,0.986,0.209090909,1035,0.466666667,0.159704225,19460,,C2,square
1921,0.00818145,25553,258.7,0.888,4.018181818,14805,7.406666667,2.764056338,293720,,C4,square
1922,8.10E-05,161,650,1,0.063636364,105,0.046666667,0.049295775,1960,0.185087153,C1,circle
1923,0.006480356,16560,197.6,0.838,1.990909091,9045,4.8,1.292408451,185220,,C2,square
1924,0.000648036,1472,162.5,0.672,0.145454545,645,0.426666667,0.07571831,14980,,C3,square
1925,0.000972053,2208,284.7,1,0.381818182,1440,0.64,0.295774648,26880,,C1,square
1926,,1449,247.65,0.857,0.218181818,810,0.42,0.14484507,16380,,C4,square
1927,0.012960713,121440,142.35,0.389,10.49090909,30810,35.2,3.161309859,1026760,,C3,square
1928,0.004131227,8211,183.95,0.91,0.918181818,4875,2.38,0.647253521,95480,,C1,square
1929,,11270,,0.943,2.454545455,6930,3.266666667,1.793028169,133280,,C3,square
1930,,1518,,0.97,0.181818182,960,0.44,0.136619718,18200,,C1,square
1931,,18400,,0.863,1.781818182,10350,5.333333333,1.191183099,208600,,C2,square
1932,0.00599433,18722,173.55,0.628,1.972727273,7665,5.426666667,0.959690141,185500,,C4,square
1933,0.001539085,3059,258.7,1,0.481818182,1995,0.886666667,0.373239437,37240,,C4,square
1934,0.004212232,1196,637.65,1,0.463636364,780,0.346666667,0.35915493,14560,0.146501796,C3,circle
1935,0.000972053,2208,271.05,0.969,0.363636364,1395,0.64,0.272957746,26460,,C1,square
1936,0.043580397,24748,337.35,0.684,5.072727273,11040,7.173333333,2.687830986,253680,0.952863198,C4,circle
1937,,3220,,0.829,0.536363636,1740,0.933333333,0.344443662,35840,,C2,square
1938,,4784,,0.654,0.7,2040,1.386666667,0.354633803,48160,,C1,square
1939,,20493,,0.826,2.527272727,11040,5.94,1.617098592,227780,,C1,square
1940,0.007128392,20240,161.2,0.49,1.981818182,6465,5.866666667,0.752253521,183540,,C4,square
1941,,50048,,0.568,3.7,18540,14.50666667,1.628,477680,,C2,square
1942,,32085,,0.722,4.763636364,15105,9.3,2.66428169,336280,,C2,square
1943,0.000243013,345,303.55,1,0.063636364,225,0.1,0.049295775,4200,0.321873954,C2,square
1944,,20907,,0.816,1.745454545,11130,6.06,1.103323944,231140,,C3,square
1945,0.001296071,2576,162.5,1,0.254545455,1680,0.746666667,0.197183099,31360,,C4,square
1946,,7728,,0.955,1.263636364,4815,2.24,0.934823944,91980,,C4,square
1947,,1265,295.75,1,0.227272727,825,0.366666667,0.176056338,15400,0.393342818,C4,square
1948,0.000648036,2024,391.3,1,0.481818182,1320,0.586666667,0.373239437,24640,0.968440404,C2,square
1949,,22770,,0.882,3.463636364,13095,6.6,2.366492958,260820,,C1,square
1950,0.006480356,12880,234.65,0.961,1.836363636,8070,3.733333333,1.367056338,153720,,C1,square
1951,0.00672337,15272,211.25,0.908,1.963636364,9045,4.426666667,1.381183099,177380,,C4,square
1952,0.035236938,140070,230.75,0.571,19.67272727,52170,40.6,8.70171831,1339520,,C4,square
1953,0.005670312,12880,300.95,0.986,2.354545455,8280,3.733333333,1.798408451,155680,0.720921435,C1,square
1954,,1771,,0.961,0.290909091,1110,0.513333333,0.21656338,21140,,C4,square
1955,0.003240178,7360,261.95,0.991,1.172727273,4755,2.133333333,0.900274648,89180,,C4,square
1956,0.02162819,79833,260.65,0.662,12.65454545,34485,23.14,6.489464789,807800,,C4,square
1957,,1932,,1,0.218181818,1260,0.56,0.169014085,23520,,C1,square
1958,,2185,137.15,0.779,0.181818182,1110,0.633333333,0.10971831,23660,,C4,square
1959,,7544,,0.527,0.690909091,2595,2.186666667,0.282056338,70140,,C1,square
1960,0.00072904,1449,258.05,0.841,0.227272727,795,0.42,0.14806338,16240,,C1,square
1961,,34385,,0.695,4.263636364,15585,9.966666667,2.295457746,354760,,C4,square
1962,,68563,,0.728,7.536363636,32565,19.87333333,4.250084507,721280,,C2,square
1963,,34684,189.8,0.703,4.009090909,15900,10.05333333,2.183260563,359520,,C1,square
1964,0.00145808,2070,260,0.811,0.327272727,1095,0.6,0.205605634,22820,,C3,square
1965,0.033211827,358340,181.35,0.696,39.46363636,162735,103.8666667,21.27701408,3700060,,C2,square
1966,,122820,258.7,0.738,19.33636364,59100,35.6,11.05440845,1299200,,C2,square
1967,,10350,,0.691,0.9,4665,3,0.481753521,106540,,C1,square
1968,,2277,,0.768,0.418181818,1140,0.66,0.248788732,24500,,C4,square
1969,0.001134062,2254,212.55,0.939,0.290909091,1380,0.653333333,0.211605634,26600,,C1,square
1970,0.041393277,117530,102.7,0.625,7.318181818,47910,34.06666667,3.543133803,1162560,,C4,square
1971,,1541,,1,0.6,1005,0.446666667,0.464788732,18760,,C4,circle
1972,0.030133657,119784,245.7,0.586,17.91818182,45750,34.72,8.13384507,1156120,,C2,square
1973,0.013932766,35604,229.45,0.799,4.963636364,18555,10.32,3.072211268,389900,,C1,square
1974,,276,,0.917,0.1,165,0.08,0.071035211,3220,,C4,square
1975,0.000567031,1610,102.05,0.6,0.1,630,0.466666667,0.046478873,15680,,C1,circle
1976,0.002106116,4186,289.25,0.978,0.736363636,2670,1.213333333,0.557873239,50400,,C3,square
1977,0.006642365,16974,246.35,0.879,2.545454545,9735,4.92,1.733239437,194180,,C1,square
1978,,51750,237.9,0.768,7.481818182,25905,15,4.45115493,556780,,C2,square
1979,0.000810045,1380,281.45,0.867,0.236363636,780,0.4,0.158746479,15680,,C2,square
1980,,185472,,0.958,65.8,115935,53.76,48.83101408,2211020,,C2,square
1981,,14720,,0.4,1.1,3840,4.266666667,0.34084507,125440,,C1,square
1982,,7820,252.2,0.891,1.2,4545,2.266666667,0.828253521,90020,,C4,square
1983,0.004941272,11224,205.4,0.967,1.4,7080,3.253333333,1.04871831,134400,,C2,square
1984,0.003564196,6072,290.55,0.811,1.072727273,3210,1.76,0.673929577,66920,,C1,square
1985,,299,650,1,0.118181818,195,0.086666667,0.091549296,3640,0.423346742,C2,circle
1986,0.003969218,112700,60.45,0.4,4.163636364,29370,32.66666667,1.290140845,960120,,C4,circle
1987,0.000324018,828,288.6,1,0.145454545,540,0.24,0.112676056,10080,,C1,square
1988,0.016038882,31878,35.75,0.359,0.690909091,7470,9.24,0.192140845,263760,,C3,square
1989,,1288,,1,0.190909091,840,0.373333333,0.147887324,15680,,C3,square
1990,0.021952207,68563,,0.598,4.563636364,26760,19.87333333,2.114056338,667100,,C1,square
1991,0.000567031,966,325,1,0.190909091,630,0.28,0.147887324,11760,0.612501531,C3,square
1992,0.001134062,2254,252.2,0.847,0.345454545,1245,0.653333333,0.226661972,25340,,C1,square
1993,0.000972053,2208,277.55,0.927,0.372727273,1335,0.64,0.26765493,25900,,C4,square
1994,0.000486027,966,325,0.548,0.190909091,345,0.28,0.081042254,9100,0.382276405,C4,square
1995,0.007614419,17296,315.25,0.922,3.318181818,10395,5.013333333,2.369929577,202300,0.805378758,C3,square
1996,0.00145808,2070,209.3,1,0.263636364,1350,0.6,0.204225352,25200,,C2,square
1997,0.006399352,18170,250.25,0.88,2.763636364,10425,5.266666667,1.883943662,207900,,C4,square
1998,0.003807209,6486,115.05,0.45,0.454545455,1905,1.88,0.158450704,57260,,C1,square
1999,0.000567031,805,260,0.657,0.127272727,345,0.233333333,0.064774648,8120,,C4,square
2000,,15525,257.4,0.914,2.427272727,9255,4.5,1.718577465,180880,,C3,square
2001,,8694,,0.563,0.681818182,3195,2.52,0.297359155,82740,,C4,square
2002,,14076,,0.789,1.863636364,7245,4.08,1.139049296,153300,,C3,square
2003,0.020737141,58880,235.95,0.765,8.436363636,29385,17.06666667,4.99943662,632660,,C2,square
2004,,61640,,0.754,12.04545455,30330,17.86666667,7.03556338,658280,,C2,square
2005,,4347,,0.397,0.281818182,1125,1.26,0.086669014,36960,,C2,square
2006,,111504,,0.674,14.7,49005,32.32,7.675056338,1136100,,C3,square
2007,0.000891049,2277,222.95,1,0.309090909,1485,0.66,0.23943662,27720,,C3,square
2008,,4232,,0.832,0.754545455,2295,1.226666667,0.486309859,47180,,C2,square
2009,0.002511138,7130,184.6,0.835,0.8,3885,2.066666667,0.517464789,79660,,C3,square
2010,0.000648036,2024,287.95,0.466,0.354545455,615,0.586666667,0.127985915,18060,,C2,square
2011,0.036857027,198835,52.65,0.095,6.390909091,12315,57.63333333,0.470316901,1325240,,C3,square
2012,,24702,349.7,0.555,5.254545455,8940,7.16,2.259084507,233800,0.603773694,C4,circle
2013,,138000,171.6,0.595,14.4,53520,40,6.637183099,1339520,,C4,square
2014,,8694,,0.976,1.472727273,5535,2.52,1.113464789,104580,,C1,square
2015,,9315,207.35,0.923,1.172727273,5610,2.7,0.8385,109060,,C1,square
2016,,6624,,0.913,0.627272727,3945,1.92,0.443640845,77140,,C2,square
2017,0.001620089,3220,283.4,0.736,0.554545455,1545,0.933333333,0.316169014,34020,,C4,square
2018,0.002997165,7659,195,0.694,0.909090909,3465,2.22,0.488732394,78960,,C1,square
2019,0.005022276,61318,52,0.17,1.927272727,6810,17.77333333,0.253802817,436800,,C2,circle
2020,0.02308627,58995,219.7,0.765,7.872727273,29415,17.1,4.665422535,633640,,C1,square
2021,0.01036857,20608,172.25,0.72,2.154545455,9675,5.973333333,1.201690141,215740,,C1,square
2022,,18722,160.55,0.695,1.827272727,8490,5.426666667,0.983767606,193200,,C4,square
2023,,11040,209.95,0.838,1.409090909,6030,3.2,0.91471831,123480,,C3,square
2024,0.00291616,7452,256.75,0.673,1.163636364,3270,2.16,0.606647887,75880,,C2,square
2025,,1932,,0.929,0.427272727,1170,0.56,0.307485915,22680,,C2,square
2026,,27531,104,0.605,1.745454545,10860,7.98,0.818028169,268940,,C1,square
2027,,1104,271.05,1,0.181818182,720,0.32,0.14084507,13440,,C4,square
2028,,3312,113.1,0.819,0.227272727,1770,0.96,0.144190141,36680,,C2,square
2029,,34362,,0.75,5.236363636,16815,9.96,3.042253521,366100,,C3,square
2030,0.00818145,4646,351,0.743,0.990909091,2250,1.346666667,0.570330986,49280,0.014311348,C4,circle
2031,0.000567031,1127,384.8,0.959,0.263636364,705,0.326666667,0.195852113,13440,0.798898574,C1,square
2032,0.001134062,322,650,1,0.127272727,210,0.093333333,0.098591549,3920,0.053035409,C3,circle
2033,,506,,1,0.063636364,330,0.146666667,0.049295775,6160,,C3,square
2034,0.001134062,2898,381.55,0.944,0.672727273,1785,0.84,0.491943662,34300,0.722466316,C2,square
2035,0.001620089,3680,170.95,0.613,0.381818182,1470,1.066666667,0.181309859,36120,,C4,square
2036,0.000324018,828,162.5,0.75,0.081818182,405,0.24,0.047535211,8820,,C4,circle
2037,0.017253949,63687,233.35,0.658,9.045454545,27315,18.46,4.610633803,642600,,C3,square
2038,0.001539085,3059,263.9,1,0.490909091,1995,0.886666667,0.38028169,37240,,C1,square
2039,,11040,,0.96,1.536363636,6915,3.2,1.142535211,131740,,C3,square
2040,0.003240178,5520,143.65,0.621,0.481818182,2235,1.6,0.23178169,54460,,C1,square
2041,,43470,,0.515,4.527272727,14595,12.6,1.806126761,400820,,C2,square
2042,0.035803969,1555398,74.1,0.215,69.9,218070,450.84,11.64179577,11502960,,C2,circle
2043,0.007614419,12972,186.55,0.713,1.472727273,6030,3.76,0.813422535,135240,,C3,square
2044,,34776,,0.856,6.3,19410,10.08,4.177521127,392840,,C3,square
2045,0.006156339,13984,252.2,0.903,2.145454545,8235,4.053333333,1.500760563,161980,,C2,square
2046,,3864,92.95,0.53,0.218181818,1335,1.12,0.089577465,35980,,C1,square
2047,0.017739976,50370,99.45,0.601,3.036363636,19755,14.6,1.413619718,490980,,C1,square
2048,,2070,,1,0.563636364,1350,0.6,0.436619718,25200,,C1,square
2049,,8464,,0.927,1.190909091,5115,2.453333333,0.855190141,99260,,C3,square
2050,,9936,,0.78,0.736363636,5055,2.88,0.444929577,107660,,C1,square
2051,,644,348.4,1,0.136363636,420,0.186666667,0.105633803,7840,0.758034496,C3,circle
2052,,21505,,0.894,2.181818182,12540,6.233333333,1.510985915,247940,,C1,square
2053,,7590,,0.6,0.890909091,2970,2.2,0.414084507,73920,,C3,square
2054,,483,,1,0.109090909,315,0.14,0.084507042,5880,,C1,square
2055,,259992,,0.921,48.75454545,156135,75.36,34.78396479,3039820,,C4,square
2056,0.013284731,26404,182.65,0.838,2.936363636,14430,7.653333333,1.90615493,295400,,C1,square
2057,0.001134062,966,247.65,0.881,0.145454545,555,0.28,0.099267606,11060,,C1,square
2058,,3496,,0.724,0.527272727,1650,1.013333333,0.29571831,36680,,C3,square
2059,,60260,,0.703,6.509090909,27615,17.46666667,3.544704225,624540,,C4,square
2060,0.001701094,3864,,0.958,0.636363636,2415,1.12,0.472253521,46060,,C2,square
2061,0.004050223,6900,156,0.63,0.654545455,2835,2,0.31943662,68460,,C1,square
2062,0.004050223,9200,343.2,0.955,1.918181818,5730,2.666666667,1.419049296,109480,0.171790793,C2,square
2063,,134895,,0.441,8.809090909,38820,39.1,3.009359155,1183420,,C4,circle
2064,0.002430134,4830,213.85,1,0.627272727,3150,1.4,0.485915493,58800,,C4,square
2065,0.008748481,19872,226.2,0.868,2.736363636,11250,5.76,1.839915493,225960,,C4,square
2066,,10557,,0.786,1.236363636,5415,3.06,0.752788732,114800,,C1,square
2067,,4968,,0.588,0.427272727,1905,1.44,0.194619718,48020,,C3,square
2068,,45448,,0.714,5.609090909,21150,13.17333333,3.102380282,474040,,C2,square
2069,,52992,135.2,0.504,4.363636364,17415,15.36,1.703661972,485100,,C4,square
2070,,11730,,0.841,1.427272727,6435,3.4,0.929838028,131460,,C3,square
2071,,38640,,0.483,2.718181818,12165,11.2,1.017021127,348740,,C3,square
2072,,15111,,0.627,1.781818182,6180,4.38,0.86543662,149660,,C3,square
2073,0.000567031,805,352.95,1,0.172727273,525,0.233333333,0.133802817,9800,0.581103052,C4,square
2074,0.012150668,31050,154.05,0.579,2.909090909,11730,9,1.304788732,298480,,C2,square
2075,,63480,,0.57,4.118181818,23580,18.4,1.818380282,606480,,C1,square
2076,0.001134062,2576,191.75,0.857,0.3,1440,0.746666667,0.199161972,29120,,C1,square
2077,,5566,,0.669,0.618181818,2430,1.613333333,0.320366197,56560,,C3,square
2078,0.003159174,7176,274.95,0.955,1.2,4470,2.08,0.887746479,85400,,C1,square
2079,0.001053058,299,449.8,1,0.081818182,195,0.086666667,0.063380282,3640,0.211058538,C2,circle
2080,,3312,,0.931,0.509090909,2010,0.96,0.36715493,38920,,C4,square
2081,0.001134062,2576,162.5,0.786,0.254545455,1320,0.746666667,0.154985915,28000,,C2,square
2082,0.004941272,40687,78.65,0.431,1.945454545,11430,11.79333333,0.649535211,354340,,C1,circle
2083,0.01417578,36225,115.05,0.624,2.536363636,14745,10.5,1.226028169,358120,,C3,square
2084,0.004293236,9752,223.6,0.884,1.327272727,5625,2.826666667,0.908901408,111860,,C1,square
2085,,3588,,0.769,0.6,1800,1.04,0.357422535,38640,,C4,square
2086,,589237,584.35,0.991,209.3181818,381000,170.7933333,160.6885563,7142660,0.157153543,C3,circle
2087,,2898,,0.952,0.418181818,1800,0.84,0.308394366,34440,,C3,square
2088,,24288,215.15,0.954,3.181818182,15105,7.04,2.351408451,288820,,C3,square
2089,,9200,,0.8,0.918181818,4800,2.666666667,0.569014085,100800,,C1,square
2090,,8487,,0.992,1.7,5490,2.46,1.306366197,102900,,C4,square
2091,8.10E-05,276,650,1,0.109090909,180,0.08,0.084507042,3360,0.627011692,C1,circle
2092,0.002997165,7659,349.7,0.901,1.627272727,4500,2.22,1.135767606,88620,0.236355429,C1,square
2093,0.000972053,2208,277.55,0.719,0.372727273,1035,0.64,0.207598592,23100,,C2,square
2094,,21321,259.35,0.831,3.363636364,11550,6.18,2.16528169,237580,,C2,square
2095,0.007857432,13386,172.9,0.72,1.409090909,6285,3.88,0.785915493,140140,,C1,square
2096,,6072,,0.848,0.781818182,3360,1.76,0.513577465,68320,,C1,square
2097,0.021547185,79534,258.7,0.579,12.5,30045,23.05333333,5.606514085,764540,,C3,square
2098,,23000,,0.924,4.036363636,13860,6.666666667,2.889126761,269360,,C2,square
2099,0.000162009,184,568.75,0.875,0.063636364,105,0.053333333,0.043133803,2100,0.564957487,C3,circle
2100,0.000324018,644,255.45,1,0.1,420,0.186666667,0.077464789,7840,,C2,square
2101,0.019360065,71461,155.35,0.615,6.745454545,28680,20.71333333,3.213591549,702660,,C3,square
2102,0.008424463,26312,256.1,0.824,4.1,14145,7.626666667,2.617070423,292180,,C2,square
2103,,10488,174.2,0.798,1.109090909,5460,3.04,0.685605634,114800,,C3,square
2104,0.002106116,4186,228.8,1,0.581818182,2730,1.213333333,0.450704225,50960,,C4,square
2105,0.009234508,15732,180.7,0.741,1.727272727,7605,4.56,0.991478873,166740,,C4,square
2106,0.000891049,2783,349.05,0.876,0.590909091,1590,0.806666667,0.400985915,31780,0.309785842,C1,square
2107,,7912,,0.762,1.209090909,3930,2.293333333,0.713704225,84840,,C4,square
2108,0.000972053,2208,250.25,0.688,0.336363636,990,0.64,0.179267606,22680,,C4,square
2109,0.000324018,644,185.9,0.357,0.072727273,150,0.186666667,0.020112676,5320,,C1,square
2110,0.001620089,4140,357.5,0.783,0.9,2115,1.2,0.545894366,44940,0.145674615,C2,square
2111,,3335,,1,1.281818182,2175,0.966666667,0.992957746,40600,,C3,circle
2112,,46368,,0.872,8.690909091,26370,13.44,5.870647887,528360,,C3,square
2113,,258336,306.8,0.922,48.14545455,155385,74.88,34.38670423,3022740,0.937855694,C1,square
2114,,2024,,1,0.254545455,1320,0.586666667,0.197183099,24640,,C4,square
2115,,1610,,1,0.2,1050,0.466666667,0.154929577,19600,,C3,square
2116,,805,,1,0.136363636,525,0.233333333,0.105633803,9800,,C1,square
2117,0.000972053,1656,189.8,0.778,0.190909091,840,0.48,0.115056338,17920,,C2,square
2118,0.002349129,4002,273,0.937,0.663636364,2445,1.16,0.481697183,47180,,C4,square
2119,0.003240178,7360,225.55,0.913,1.009090909,4380,2.133333333,0.713683099,85680,,C1,square
2120,,322,,0.857,0.109090909,180,0.093333333,0.072422535,3640,,C4,square
2121,,4991,,0.834,0.663636364,2715,1.446666667,0.428746479,55720,,C4,square
2122,8.10E-05,621,650,1,0.245454545,405,0.18,0.190140845,7560,0.01795546,C4,circle
2123,0.003969218,1127,185.9,1,0.127272727,735,0.326666667,0.098591549,13720,,C2,square
2124,,6831,,0.929,0.936363636,4140,1.98,0.673852113,80220,,C1,square
2125,0.003483192,6923,207.35,0.801,0.872727273,3615,2.006666667,0.541521127,75880,,C2,square
2126,,3450,,1,0.427272727,2250,1,0.330985915,42000,,C1,square
2127,0.007776428,83904,280.15,0.836,14.30909091,45765,24.32,9.266647887,937860,,C3,square
2128,0.0036452,10350,192.4,0.558,1.209090909,3765,3,0.522633803,98140,,C1,square
2129,0.008100446,13800,222.3,0.822,1.863636364,7395,4,1.186690141,153020,,C3,square
2130,0.005751316,40825,152.1,0.748,3.781818182,19920,11.83333333,2.191323944,434420,,C4,square
2131,0.000891049,1771,228.15,0.87,0.245454545,1005,0.513333333,0.165422535,20160,,C1,square
2132,0.004779263,13570,174.85,0.69,1.445454545,6105,3.933333333,0.772605634,139580,,C4,square
2133,,4416,,0.625,0.572727273,1800,1.28,0.277288732,43680,,C2,square
2134,0.000891049,1771,202.8,0.844,0.218181818,975,0.513333333,0.142647887,19880,,C2,square
2135,,4140,,0.578,0.481818182,1560,1.2,0.215732394,39760,,C3,square
2136,,552,,0.708,0.090909091,255,0.16,0.049859155,5740,,C1,square
2137,0.000891049,506,265.85,0.955,0.081818182,315,0.146666667,0.060528169,6020,,C1,square
2138,,1495,,1,0.236363636,975,0.433333333,0.183098592,18200,,C2,square
2139,0.000324018,276,596.05,0.917,0.1,165,0.08,0.071035211,3220,0.297957427,C2,square
2140,0.004050223,8050,139.1,0.96,0.681818182,5040,2.333333333,0.507042254,96040,,C4,square
2141,,11385,,0.808,1.127272727,6000,3.3,0.705577465,125300,,C3,square
2142,0.008100446,25300,,0.882,4.727272727,14550,7.333333333,3.229859155,289800,,C4,square
2143,,4416,,0.688,0.554545455,1980,1.28,0.295549296,45360,,C4,square
2144,0.001134062,1932,371.15,0.976,0.436363636,1230,0.56,0.329915493,23240,0.380711248,C1,square
2145,,145613,,0.63,14.21818182,59820,42.20666667,6.938873239,1444660,,C3,square
2146,0.017172945,48760,156,0.61,4.618181818,19395,14.13333333,2.182253521,477820,,C3,square
2147,0.028027542,55706,108.55,0.707,3.672727273,25680,16.14666667,2.011464789,578760,,C2,square
2148,0.043418388,110952,81.9,0.493,5.536363636,35655,32.16,2.11434507,1008140,,C1,square
2149,,7337,,0.765,1.181818182,3660,2.126666667,0.700352113,78820,,C2,square
2150,0.001863102,3703,290.55,1,0.654545455,2415,1.073333333,0.507042254,45080,,C2,square
2151,0.003807209,10810,144.95,0.706,0.954545455,4980,3.133333333,0.522042254,112280,,C4,square
2152,0.001296071,2944,238.55,0.969,0.427272727,1860,0.853333333,0.320725352,35280,,C2,square
2153,,37168,,0.689,4.590909091,16710,10.77333333,2.450316901,382200,,C4,square
2154,,161,,1,0.063636364,105,0.046666667,0.049295775,1960,,C4,square
2155,0.016038882,40986,187.85,0.681,4.681818182,18195,11.88,2.469823944,419300,,C3,square
2156,0.000567031,1127,185.9,0.571,0.127272727,420,0.326666667,0.056295775,10780,,C3,square
2157,0.000972053,3036,280.8,0.674,0.518181818,1335,0.88,0.270549296,30940,,C1,square
2158,,20355,,0.498,1.818181818,6615,5.9,0.701408451,185640,,C4,square
2159,0.002025111,5175,161.85,0.911,0.509090909,3075,1.5,0.359267606,60200,,C3,square
2160,0.002106116,4784,156,0.563,0.454545455,1755,1.386666667,0.198239437,45500,,C3,square
2161,,4301,211.9,0.433,0.554545455,1215,1.246666667,0.186007042,37520,,C3,square
2162,,1242,,1,0.272727273,810,0.36,0.211267606,15120,,C3,square
2163,0.000891049,1771,261.95,0.974,0.281818182,1125,0.513333333,0.212633803,21280,,C4,square
2164,,7728,,0.899,1.145454545,4530,2.24,0.797704225,89320,,C3,square
2165,,8901,,0.922,1.327272727,5355,2.58,0.947971831,104160,,C2,square
2166,,5520,,0.75,0.772727273,2700,1.6,0.448943662,58800,,C2,square
2167,0.002025111,6325,193.7,0.811,0.745454545,3345,1.833333333,0.468323944,69720,,C3,square
2168,0.001620089,3220,199.55,0.85,0.390909091,1785,0.933333333,0.257394366,36260,,C3,square
2169,0.003159174,4485,266.5,0.867,0.727272727,2535,1.3,0.488450704,50960,,C2,square
2170,0.00599433,11914,104,0.83,0.754545455,6450,3.453333333,0.485140845,132720,,C4,square
2171,,1518,216.45,0.788,0.2,780,0.44,0.122084507,16520,,C4,square
2172,,15732,,0.813,2.190909091,8340,4.56,1.379809859,173600,,C1,square
2173,0.001215067,2760,308.75,0.992,0.518181818,1785,0.8,0.398197183,33460,0.78655527,C3,square
2174,0.003807209,9729,201.5,0.78,1.190909091,4950,2.82,0.719577465,105420,,C1,square
2175,,4830,,0.338,0.209090909,1065,1.4,0.054746479,39340,,C1,circle
2176,,2944,,0.93,0.472727273,1785,0.853333333,0.34056338,34580,,C4,square
2177,0.001539085,3059,215.15,0.729,0.4,1455,0.886666667,0.225887324,32200,,C2,square
2178,,1656,,0.681,0.245454545,735,0.48,0.129485915,16940,,C2,square
2179,0.002268125,6440,202.15,0.957,0.790909091,4020,1.866666667,0.586330986,76720,,C4,square
2180,,4416,,0.76,0.5,2190,1.28,0.294366197,47320,,C3,square
2181,0.000972053,2484,295.1,1,0.445454545,1620,0.72,0.345070423,30240,0.945746561,C2,square
2182,0.000567031,1288,208.65,0.429,0.163636364,360,0.373333333,0.054380282,11200,,C4,square
2183,,345,,0.867,0.081818182,195,0.1,0.054950704,3920,,C2,square
2184,,5290,,0.787,0.545454545,2715,1.533333333,0.332535211,57540,,C2,square
2185,,6348,204.75,0.75,0.790909091,3105,1.84,0.459507042,67620,,C4,square
2186,,805,352.95,1,0.172727273,525,0.233333333,0.133802817,9800,0.487650227,C2,square
2187,0.002025111,4600,185.25,0.88,0.518181818,2640,1.333333333,0.353239437,52640,,C2,square
2188,0.025435399,599426,193.7,0.671,70.65454545,262230,173.7466667,36.72543662,6096160,,C4,circle
2189,0.000891049,1771,219.7,0.883,0.236363636,1020,0.513333333,0.161676056,20300,,C3,square
2190,0.008748481,19872,190.45,0.897,2.3,11625,5.76,1.598176056,229460,,C2,square
2191,,42872,,0.665,2.563636364,18585,12.42666667,1.320633803,434420,,C2,square
2192,,11592,,0.694,1.172727273,5250,3.36,0.630464789,119560,,C1,square
2193,,55890,,0.495,2.454545455,18060,16.2,0.941197183,508760,,C1,square
2194,,12834,,0.962,1.4,8055,3.72,1.043295775,153300,,C4,square
2195,0.012717699,7222,328.9,0.551,1.445454545,2595,2.093333333,0.616964789,68180,0.227515877,C4,circle
2196,,23736,,0.823,2.172727273,12735,6.88,1.385190141,263340,,C2,square
2197,0.000810045,2300,227.5,0.89,0.318181818,1335,0.666666667,0.219366197,26460,,C2,square
2198,0.003807209,9729,178.1,0.747,1.054545455,4740,2.82,0.610225352,103460,,C4,square
2199,,9361,,0.899,1.372727273,5490,2.713333333,0.955978873,108220,,C1,square
2200,0.002511138,7130,182.65,0.606,0.790909091,2820,2.066666667,0.37128169,69720,,C1,square
2201,,4324,193.7,0.739,0.509090909,2085,1.253333333,0.29143662,45780,,C1,square
2202,0.000891049,1265,236.6,1,0.181818182,825,0.366666667,0.14084507,15400,,C1,square
2203,0.021952207,56097,185.25,0.707,6.327272727,25860,16.26,3.465295775,582820,,C4,square
2204,0.002511138,4991,182.65,0.682,0.554545455,2220,1.446666667,0.292971831,51100,,C4,square
2205,0.004617254,14421,222.95,0.678,1.954545455,6375,4.18,1.026549296,147280,,C1,square
2206,,3703,,1,0.509090909,2415,1.073333333,0.394366197,45080,,C3,square
2207,0.001296071,2576,168.35,1,0.263636364,1680,0.746666667,0.204225352,31360,,C2,square
2208,0.001296071,2944,274.3,0.992,0.490909091,1905,0.853333333,0.377239437,35700,,C3,square
2209,,5888,,0.898,0.936363636,3450,1.706666667,0.651366197,68040,,C1,square
2210,,15088,,0.951,2.372727273,9360,4.373333333,1.747964789,179200,,C3,square
2211,,11178,,0.957,1.245454545,6975,3.24,0.923302817,133140,,C3,square
2212,0.000648036,1104,419.9,0.917,0.281818182,660,0.32,0.200190141,12880,0.999856281,C1,square
2213,,4968,141.7,0.852,0.427272727,2760,1.44,0.282,56000,,C1,square
2214,,19665,,0.723,2.218181818,9270,5.7,1.242338028,206220,,C2,square
2215,,4761,250.9,0.894,0.727272727,2775,1.38,0.503661972,54880,,C1,square
2216,,8740,,0.632,1.063636364,3600,2.533333333,0.520732394,86800,,C4,square
2217,,1610,,0.943,0.372727273,990,0.466666667,0.272274648,19040,,C1,square
2218,0.001701094,3381,,0.741,0.409090909,1635,0.98,0.234823944,35840,,C1,square
2219,,1656,,0.972,0.381818182,1050,0.48,0.287492958,19880,,C1,square
2220,,8464,,0.957,1.190909091,5280,2.453333333,0.882866197,100800,,C3,square
2221,0.003888214,9936,147.55,0.657,0.890909091,4260,2.88,0.453422535,100240,,C3,square
2222,,9982,,0.756,0.745454545,4920,2.893333333,0.43656338,106680,,C3,square
2223,,23782,207.35,0.753,3,11685,6.893333333,1.749929577,253820,,C4,square
2224,,3542,,0.519,0.218181818,1200,1.026666667,0.08771831,32760,,C2,square
2225,0.002268125,5152,258.05,0.996,0.809090909,3345,1.493333333,0.624253521,62580,,C3,square
